E,N,h
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7772099487393,-52.8348717591368,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
48.7652686967079,-52.8676752160397,-0.161470770607934
