time,VE,VN
0.0,0.4035079547921782,0.2987179084976971
0.02,0.2577406712754209,0.3202832769952032
0.04,0.4602543974545336,0.4656601895956557
0.06,0.3786850415623513,0.2347688581048591
0.08,0.4456208416673495,0.0058394273273503
0.1,0.0224664374002871,0.4274071947006701
0.12,0.4473633128035338,0.5004064430430831
0.14,0.2431265968660916,0.3869636321584863
0.16,0.332377103462889,0.0539774598083392
0.18,0.2733407536741629,0.1896317860990778
0.2,0.3876241432248359,0.2287648209521559
0.22,0.0099021987259051,0.3095074033818202
0.24,0.3114570827302111,0.470539771938132
0.26,0.1852268203648308,0.2151577874174289
0.28,0.0355856058925727,0.330025168240592
0.3,0.1000805105386383,0.0534551301996638
0.32,0.1767446154730292,0.274090366581177
0.34,0.4831457390317666,0.0525150593474146
0.36,0.0636831689450873,0.3405474893072632
0.38,0.2161837964307423,0.1362061225753653
0.4,0.0323821312738668,0.3149362888827984
0.42,0.075485741531741,0.1711340794806437
0.44,0.0376950246201681,0.4188001078503564
0.46,0.4893239452622587,0.247209414875598
0.48,0.3035169726280838,0.3825156037508981
0.5,0.1258785351350408,0.0512050506079363
0.52,0.0438389133239581,0.1500983596983399
0.54,0.043942675802194,0.3470312415256681
0.56,0.1719575468784904,0.2721076204133143
0.58,0.3272360491868573,0.4751316924680715
0.6,0.3893216544476974,0.0973162079124679
0.62,0.2003195109394571,0.1230129577138302
0.64,0.0566591049169765,0.4402747698866132
0.66,0.3765024675787181,0.1551962204416739
0.68,0.5186884717393221,0.1445688056055705
0.7,0.2657124340386628,0.2707647705037931
0.72,0.4460659741612358,0.2082015069171701
0.74,0.3416369445294213,0.1462190859653938
0.76,0.2123560157620872,0.4509140020228784
0.78,0.4530510719042875,0.3553414372763227
0.8,0.2263702490672701,0.4626689962317534
0.82,0.1876355823830088,0.2878237859341037
0.84,0.1619846092204545,0.3136863707583062
0.86,0.3492414867474505,0.1971432077827013
0.88,0.1878525287094484,0.2690131575485567
0.9,0.2969482663408856,0.3347961650005048
0.92,0.2254948596330832,0.4564690529974695
0.94,0.2057646844407253,0.4431306038902733
0.96,0.3218146243986716,0.0382604192926327
0.98,0.3290048782499475,0.4883022771585364
1.0,0.4442112782506621,0.0840294077370891
1.02,0.0720582409912757,0.4267870550600189
1.04,0.2990514639391474,0.213676569338785
1.06,0.3667768998939199,0.242830609604997
1.08,0.4481195005234185,0.4995666484036593
1.1,-0.0074222022112023,0.1535145768676828
1.12,0.0725355943270169,0.2340438477305655
1.14,0.1058142886664355,-0.0069425130645312
1.16,0.1334017734027391,0.1648760123890629
1.18,0.3729616186689787,0.008084076139682
1.2,0.318478396815695,0.2801032530110258
1.22,0.4748461950282102,0.29847193669189
1.24,0.3073243499997788,0.3571238538557282
1.26,0.215268210367823,0.0974542520845056
1.28,0.488600463586202,0.3631732734697276
1.3,0.1349967799356009,0.1370205854449255
1.32,0.2384977787279996,0.1657402855567804
1.34,0.2243562333012294,0.0896168414689554
1.36,0.0807158229642902,0.3313072006352108
1.38,0.3115257351921687,0.439333356319729
1.4,0.0784419475347348,0.3108878337085921
1.42,-0.0196810449316377,0.3585380590766124
1.44,0.1684426093316994,0.2881704231246671
1.46,0.2966974806042586,0.4423343038628258
1.48,0.3870425080334307,0.0984564643767827
1.5,0.3840760196872376,0.1100579755426921
1.52,0.4057597848784089,0.1292749582834258
1.54,0.3146950387274905,0.0289387957508072
1.56,0.2761558470518968,0.2106249729032234
1.58,0.1931154122158958,0.3121615495349477
1.6,0.0591653499397349,0.2504254934448517
1.62,0.3588292625550152,0.1897657912714414
1.64,0.0783261866693739,0.0673339285513717
1.66,0.1571086318123365,0.4668351571278757
1.68,0.3542035351231551,0.4459346976315621
1.7,0.2591949132520473,0.2718948406935283
1.72,0.1291724416871184,0.1000711961733673
1.74,0.018081783524339,0.4518097801478209
1.76,0.4168571195912712,0.1318884983788981
1.78,0.0566331303208822,0.2345545647170288
1.8,0.4650321774425933,0.1648850630723046
1.82,0.1426303680199001,0.4704649983617225
1.84,0.4326437906777842,0.3132758421996306
1.86,0.1829249927571046,0.4237331903678075
1.88,0.0363710511913846,0.1727000133563895
1.9,0.4829146908038567,0.2372588440908849
1.92,0.3117362540940919,0.1823659936356996
1.94,0.4277079539758779,0.1041880627204937
1.96,0.1420801895882922,0.0642119577382523
1.98,0.5095456157572772,0.4931805867403663
2.0,0.3713733157488384,0.1650192396230955
2.02,0.1879702351064226,0.1145637346942459
2.04,0.0293750765840361,0.3676653502330124
2.06,0.3957997897810564,0.0810935641931741
2.08,0.0526629398201101,0.3426529299856128
2.1,0.2075391847254132,0.2813485612332904
2.12,0.3607915827410281,0.1378281181906892
2.14,0.0449952371706336,0.1631131777090376
2.16,0.2539663427494191,0.3580901117697928
2.18,0.158635839571949,0.2008965338649986
2.2,0.3750706001608706,0.0172915418075019
2.22,0.3701455419781629,0.3775712845152584
2.24,0.181258278157968,0.2842452795605665
2.26,0.1855869081652357,0.0896488699286877
2.28,0.0223204977444512,0.3938536347479321
2.3,0.2588472757775683,0.158696592742242
2.32,0.4791463717785179,0.3280766651976459
2.34,0.2196815656737588,0.2550408193045
2.36,0.3473411631750427,0.1365765206579998
2.38,0.2060629790537576,0.4794699168200421
2.4,0.4740380498726754,0.2871243649805344
2.42,0.4630667775235016,0.2445233708261641
2.44,0.2230912934745082,0.4571823815863798
2.46,0.3740464712686728,0.164708440997616
2.48,0.3384002381242712,0.1229151474012564
2.5,0.4069682464312245,0.4886586237060481
2.52,0.3042645918344011,0.4379366442852141
2.54,0.4673724514308515,0.2993662261423566
2.56,0.4400779735014942,0.4200576621480326
2.58,0.3041998845030847,0.2096529972480516
2.6,0.2140504429484839,0.1341982469063115
2.62,0.018686630276911,0.4843475743933444
2.64,0.2107799830889303,0.0118179545876539
2.66,0.2494213303039764,0.4676519063963373
2.68,0.507674732263118,0.4418485072027987
2.7,0.1570715632719267,0.1357704391225177
2.72,0.0102584181255495,0.0272014067064034
2.74,0.0619090976923364,0.1418087487387109
2.76,0.1630053921456971,0.0804758402564621
2.78,0.0873401971781241,0.3163393301690049
2.8,0.5088764738129811,0.1933118582146898
2.82,0.3330848517157987,0.2339374838025276
2.84,0.0424188567800569,0.3907595378415142
2.86,0.129491758285362,0.3329839814900577
2.88,0.3409187726280803,0.2604721693585257
2.9,0.2834822379158226,0.1455448391290732
2.92,0.2135667682518952,0.1822918594122045
2.94,0.4701667251904811,0.0023229272148856
2.96,0.1823291878673596,0.3811275596068555
2.98,0.4853482930814534,0.4292364193017411
3.0,0.4800515835789802,0.1087474291334435
3.02,0.4595222673994402,0.100747536339266
3.04,0.0027611718204878,0.3559679110117876
3.06,0.1071856976777873,0.1817857976974717
3.08,0.3617582931373847,0.1209187829933492
3.1,0.2424614012101381,0.172371016390481
3.12,0.1366864898740885,0.271331541446452
3.14,0.3122672858592834,0.4314195780116797
3.16,0.3666719608926027,0.3436161811419922
3.18,0.4968750198666656,0.2195723405445818
3.2,0.1616439602222554,0.0695284272451545
3.22,0.0871620229569306,0.3031992960256786
3.24,0.4587936925606222,0.4851431579873453
3.26,0.1172627104389596,0.297677315687583
3.28,0.1832175984230354,0.27760124465265
3.3,0.2075730002301747,0.2024188739964639
3.32,0.2327841174178154,0.1567525192965703
3.34,0.2508353568204587,0.3608218209317851
3.36,0.4508768458557171,0.4158394883147492
3.38,0.1337360973653779,0.2268028772966314
3.4,0.1567942733806702,0.3711082910395307
3.42,0.2725905845210234,0.3501167748555998
3.44,0.1793226930835372,0.3306892739547839
3.46,0.2803126625652188,0.1339178582888208
3.48,0.3636420501382779,-0.0034899154297273
3.5,0.2737422429325621,0.453623763699649
3.52,0.2168478882075381,0.0124983897218764
3.54,0.3259457433913335,0.14124760346064
3.56,0.0726818306349828,0.2902837513565117
3.58,0.306507339371919,0.4576909123738013
3.6,0.2399808855908359,0.2609025760445091
3.62,0.3977677185639391,-0.0308577058192907
3.64,0.4332413935478478,0.2635127781838115
3.66,0.4276126508397289,0.0597518386038281
3.68,0.2926122078042584,0.3588215375567575
3.7,0.1470577673123188,0.2178655044701629
3.72,0.4766584071520972,0.3221278072457883
3.74,0.4708876673864102,0.4448638869326297
3.76,0.4390042015989476,0.2794643794034397
3.78,0.4422780355890067,0.5040024189948156
3.8,0.071029926860442,0.1123858388196226
3.82,0.5106597526475158,0.1592756878821336
3.84,0.468657455492529,0.230093700079875
3.86,0.0844260319913556,0.3319375312119012
3.88,0.0256941494953098,0.341213021037612
3.9,-0.0096015075811908,0.0145562710896585
